departurestation,Metric,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
SZX,A0600_0659_to_A1100_1159,11.99,10.32,11.88,11.39,13.41,11.74,13.21
SZX,A1200_1259_to_A1700_1759,6.37,6.05,4.21,5.69,9.58,7.83,6.79
SZX,A1800_1859_to_A2300_2359,20.22,23.84,25.29,21.35,21.07,24.91,22.26
TAC,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.62
TAC,A0600_0659_to_A1100_1159,9.88,9.7,7.23,6.55,7.78,7.93,8.7
TAC,A1200_1259_to_A1700_1759,26.74,26.67,33.73,30.95,28.74,30.49,29.19
TAC,A1800_1859_to_A2300_2359,21.51,18.18,20.48,23.21,20.36,23.78,21.74
TAG,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAG,A0600_0659_to_A1100_1159,3.09,3.77,6.96,5.63,9.38,6.88,6.33
TAG,A1200_1259_to_A1700_1759,18.52,17.61,16.46,27.5,18.75,22.5,14.56
TAG,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGG,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGG,A0600_0659_to_A1100_1159,12.99,12.22,11.6,11.71,10.94,9.46,11.86
TGG,A1200_1259_to_A1700_1759,24.24,24.89,28.4,25.68,25.0,25.68,23.32
TGG,A1800_1859_to_A2300_2359,21.21,17.65,20.0,19.82,16.8,21.62,15.42
TLS,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLS,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,16.67
TLS,A1200_1259_to_A1700_1759,0.0,0.0,0.0,33.33,25.0,25.0,16.67
TLS,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPE,A0000_1259_to_A0500_0559,17.51,14.47,17.55,15.63,17.28,19.11,16.18
TPE,A0600_0659_to_A1100_1159,9.73,11.91,17.96,9.38,12.87,11.79,17.01
TPE,A1200_1259_to_A1700_1759,16.73,15.32,8.16,10.27,14.71,16.67,9.96
TPE,A1800_1859_to_A2300_2359,11.28,10.21,11.43,15.63,12.13,15.85,13.69
TRZ,A0000_1259_to_A0500_0559,19.49,20.1,18.63,14.87,16.19,20.83,16.02
TRZ,A0600_0659_to_A1100_1159,15.9,11.76,11.76,11.28,10.95,14.06,10.19
TRZ,A1200_1259_to_A1700_1759,19.49,19.61,18.14,22.05,21.9,25.52,17.96
TRZ,A1800_1859_to_A2300_2359,5.13,8.33,4.41,5.64,5.71,6.77,5.83
TSN,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSN,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSN,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSN,A1800_1859_to_A2300_2359,0.0,0.0,50.0,0.0,0.0,0.0,0.0
TST,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TST,A0600_0659_to_A1100_1159,15.95,18.13,15.0,16.88,16.88,19.25,11.88
TST,A1200_1259_to_A1700_1759,23.31,23.75,20.63,22.5,25.0,23.6,17.5
TST,A1800_1859_to_A2300_2359,22.7,18.75,26.25,16.25,23.13,22.98,16.88
TWU,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.25
TWU,A0600_0659_to_A1100_1159,13.08,14.0,15.56,15.47,17.42,13.48,15.7
TWU,A1200_1259_to_A1700_1759,31.04,32.51,31.12,33.18,33.59,31.91,35.44
TWU,A1800_1859_to_A2300_2359,19.73,18.06,20.15,19.73,21.21,20.9,18.73
UBP,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBP,A0600_0659_to_A1100_1159,21.39,23.98,19.88,24.71,25.15,24.56,20.93
UBP,A1200_1259_to_A1700_1759,4.05,2.92,1.75,3.53,2.92,6.43,4.07
UBP,A1800_1859_to_A2300_2359,13.87,11.11,11.7,18.24,12.87,16.37,11.05
UPG,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPG,A0600_0659_to_A1100_1159,60.38,17.31,0.0,25.0,0.0,17.31,0.0
UPG,A1200_1259_to_A1700_1759,0.0,55.77,0.0,38.46,0.0,40.38,0.0
UPG,A1800_1859_to_A2300_2359,0.0,3.85,0.0,0.0,0.0,0.0,0.0
URC,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URC,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URC,A1200_1259_to_A1700_1759,100.0,100.0,50.0,100.0,83.33,100.0,100.0
URC,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URT,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.25,0.0,0.0
URT,A0600_0659_to_A1100_1159,10.43,16.34,16.0,15.08,16.25,15.49,13.25
URT,A1200_1259_to_A1700_1759,23.04,25.39,24.75,30.6,25.75,30.53,20.75
URT,A1800_1859_to_A2300_2359,6.96,7.73,5.75,7.32,8.75,8.63,5.25
UTH,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTH,A0600_0659_to_A1100_1159,5.17,10.91,10.0,10.62,10.0,10.2,8.53
UTH,A1200_1259_to_A1700_1759,9.77,15.93,14.41,15.04,15.59,14.29,11.76
UTH,A1800_1859_to_A2300_2359,23.85,23.89,28.53,25.96,24.41,24.2,20.59
UTP,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTP,A0600_0659_to_A1100_1159,6.24,9.02,9.42,7.2,8.71,5.94,6.94
UTP,A1200_1259_to_A1700_1759,10.6,8.82,1.57,13.35,3.79,15.07,3.58
UTP,A1800_1859_to_A2300_2359,3.12,10.22,13.45,4.87,13.62,3.82,12.3
VNS,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,A1200_1259_to_A1700_1759,0.0,66.67,0.0,0.0,0.0,0.0,0.0
VNS,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTE,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTE,A0600_0659_to_A1100_1159,0.0,0.0,33.65,0.0,30.77,3.7,32.69
VTE,A1200_1259_to_A1700_1759,22.22,25.0,13.46,28.85,7.69,22.22,11.54
VTE,A1800_1859_to_A2300_2359,1.85,0.0,0.0,0.0,0.0,0.0,0.0
VTZ,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.65,0.0,0.0
VTZ,A0600_0659_to_A1100_1159,7.55,14.71,10.0,15.53,7.84,10.68,9.62
VTZ,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTZ,A1800_1859_to_A2300_2359,25.16,12.75,27.33,17.48,28.1,7.77,10.58
WUH,A0000_1259_to_A0500_0559,25.62,27.27,13.03,29.88,25.94,28.63,19.92
WUH,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUH,A1200_1259_to_A1700_1759,14.46,14.88,15.97,15.77,18.41,17.43,16.6
WUH,A1800_1859_to_A2300_2359,23.97,24.38,35.71,29.46,25.52,29.46,24.07
XFW,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XFW,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XFW,A1200_1259_to_A1700_1759,0.0,0.0,0.0,100.0,0.0,100.0,100.0
XFW,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIY,A0000_1259_to_A0500_0559,5.08,42.31,3.51,42.86,7.02,43.27,43.27
XIY,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XIY,A1200_1259_to_A1700_1759,1.69,3.85,7.02,1.9,1.75,2.88,2.88
XIY,A1800_1859_to_A2300_2359,11.86,3.85,8.77,6.67,12.28,7.69,3.85
XNN,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XNN,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XNN,A1200_1259_to_A1700_1759,0.0,0.0,0.0,0.0,0.0,0.0,87.5
XNN,A1800_1859_to_A2300_2359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XSP,A0000_1259_to_A0500_0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XSP,A0600_0659_to_A1100_1159,0.0,0.0,0.0,0.0,100.0,0.0,0.0
XSP,A1200_1259_to_A1700_1759,66.67,0.0,0.0,0.0,0.0,100.0,0.0
XSP,A1800_1859_to_A2300_2359,0.0,0.0,0.0,100.0,0.0,0.0,0.0
